type,count,name,series,collection
Base Gold,43,Drew McIntyre,Raw,/10
Base Platinum,43,Drew McIntyre,Raw,1/1
Base Ruby,43,Drew McIntyre,Raw,/15
Flawless Achievements,26,Drew McIntyre,Raw,/15
Flawless Achievements Amethyst,26,Drew McIntyre,Raw,/8
Flawless Achievements Emerald,26,Drew McIntyre,Raw,/5
Flawless Achievements Gold,26,Drew McIntyre,Raw,/10
Flawless Achievements Platinum,26,Drew McIntyre,Raw,1/1
Flawless Finishing Moves,15,Drew McIntyre,Raw,/15
Flawless Finishing Moves Amethyst,15,Drew McIntyre,Raw,/8
Flawless Finishing Moves Emerald,15,Drew McIntyre,Raw,/5
Flawless Finishing Moves Gold,15,Drew McIntyre,Raw,/10
Flawless Finishing Moves Platinum,15,Drew McIntyre,Raw,1/1
Flawless Memorabilia,22,Drew McIntyre,SmackDown,/15
Flawless Memorabilia Amethyst,22,Drew McIntyre,SmackDown,/6
Flawless Memorabilia Emerald,22,Drew McIntyre,SmackDown,/3
Flawless Memorabilia Gold,22,Drew McIntyre,SmackDown,/10
Flawless Memorabilia Platinum,22,Drew McIntyre,SmackDown,1/1
Flawless Performances,6,Drew McIntyre,Raw,/15
Flawless Performances Amethyst,6,Drew McIntyre,Raw,/8
Flawless Performances Emerald,6,Drew McIntyre,Raw,/5
Flawless Performances Gold,6,Drew McIntyre,Raw,/10
Flawless Performances Platinum,6,Drew McIntyre,Raw,1/1
Flawless Royal Rumble Autographs,2,Drew McIntyre,Raw,/15
Flawless Royal Rumble Autographs Amethyst,2,Drew McIntyre,Raw,/8
Flawless Royal Rumble Autographs Emerald,2,Drew McIntyre,Raw,/5
Flawless Royal Rumble Autographs Gold,2,Drew McIntyre,Raw,/10
Flawless Royal Rumble Autographs Platinum,2,Drew McIntyre,Raw,1/1
Flawless SummerSlam Autographs,3,Drew McIntyre,Raw,/15
Flawless SummerSlam Autographs Amethyst,3,Drew McIntyre,Raw,/8
Flawless SummerSlam Autographs Emerald,3,Drew McIntyre,Raw,/5
Flawless SummerSlam Autographs Gold,3,Drew McIntyre,Raw,/10
Flawless SummerSlam Autographs Platinum,3,Drew McIntyre,Raw,1/1
Horizontal Autographed Memorabilia,33,Drew McIntyre,Raw,/25
Horizontal Autographed Memorabilia Amethyst,33,Drew McIntyre,Raw,/8
Horizontal Autographed Memorabilia Bronze FOTL,33,Drew McIntyre,Raw,/3
Horizontal Autographed Memorabilia Emerald,33,Drew McIntyre,Raw,/5
Horizontal Autographed Memorabilia Gold,33,Drew McIntyre,Raw,/10
Horizontal Autographed Memorabilia Platinum,33,Drew McIntyre,Raw,1/1
Horizontal Autographed Memorabilia Ruby,33,Drew McIntyre,Raw,/15
Jumbo Memorabilia,36,Drew McIntyre,Raw,/15
Jumbo Memorabilia Amethyst,36,Drew McIntyre,Raw,/8
Jumbo Memorabilia Emerald,36,Drew McIntyre,Raw,/5
Jumbo Memorabilia Gold,36,Drew McIntyre,Raw,/10
Jumbo Memorabilia Platinum,36,Drew McIntyre,Raw,1/1
Raw Logo Gems,14,Drew McIntyre,Raw,1/1
Star Swatch Signatures,3,Drew McIntyre,Raw,/25
Star Swatch Signatures Amethyst,3,Drew McIntyre,Raw,/8
Star Swatch Signatures Emerald,3,Drew McIntyre,Raw,/5
Star Swatch Signatures Gold,3,Drew McIntyre,Raw,/10
Star Swatch Signatures Platinum,3,Drew McIntyre,Raw,1/1
Star Swatch Signatures Ruby,3,Drew McIntyre,Raw,/15
WWE Logo Gems,2,Drew McIntyre,Raw,1/1
Flawless Memorabilia,37,Dude Love,Legend,/15
Flawless Memorabilia Amethyst,37,Dude Love,Legend,/6
Flawless Memorabilia Emerald,37,Dude Love,Legend,/3
Flawless Memorabilia Gold,37,Dude Love,Legend,/10
Flawless Memorabilia Platinum,37,Dude Love,Legend,1/1
Flawless Patch Autographs,14,Dude Love,Legend,/25
Flawless Patch Autographs Amethyst,14,Dude Love,Legend,/8
Flawless Patch Autographs Emerald,14,Dude Love,Legend,/5
Flawless Patch Autographs Gold,14,Dude Love,Legend,/10
Flawless Patch Autographs Platinum,14,Dude Love,Legend,1/1
Flawless Patch Autographs Ruby,14,Dude Love,Legend,/15
Flawless Triple Memorabilia Amethyst,4,Dude Love / Mankind / Cactus Jack,Legend,/8
Flawless Triple Memorabilia Emerald,4,Dude Love / Mankind / Cactus Jack,Legend,/5
5 x 7 Box Topper Cut Signatures,1,Dusty Rhodes,Legend,1/1
Base Legends,64,Dusty Rhodes,Legend,/25
Base Legends Amethyst,64,Dusty Rhodes,Legend,/8
Base Legends Emerald,64,Dusty Rhodes,Legend,/5
Base Legends Gold,64,Dusty Rhodes,Legend,/10
Base Legends Platinum,64,Dusty Rhodes,Legend,1/1
Base Legends Ruby,64,Dusty Rhodes,Legend,/15
Flawless Memorabilia,9,Dusty Rhodes,Legend,/15
Flawless Memorabilia Amethyst,9,Dusty Rhodes,Legend,/6
Flawless Memorabilia Emerald,9,Dusty Rhodes,Legend,/3
Flawless Memorabilia Gold,9,Dusty Rhodes,Legend,/10
Flawless Memorabilia Platinum,9,Dusty Rhodes,Legend,1/1
WWE Legends Logo Gems,14,Dusty Rhodes,Legend,1/1
Flawless Dual Memorabilia,6,"Dusty Rhodes / ""The American Nightmare"" Cody Rhodes",Legend / SmackDown,/15
Flawless Dual Memorabilia Amethyst,6,"Dusty Rhodes / ""The American Nightmare"" Cody Rhodes",Legend / SmackDown,/8
Flawless Dual Memorabilia Emerald,6,"Dusty Rhodes / ""The American Nightmare"" Cody Rhodes",Legend / SmackDown,/5
Flawless Dual Memorabilia Gold,6,"Dusty Rhodes / ""The American Nightmare"" Cody Rhodes",Legend / SmackDown,/10
Base Legends,85,Eddie Guerrero,Legend,/25
Base Legends Amethyst,85,Eddie Guerrero,Legend,/8
Base Legends Emerald,85,Eddie Guerrero,Legend,/5
Base Legends Gold,85,Eddie Guerrero,Legend,/10
Base Legends Platinum,85,Eddie Guerrero,Legend,1/1
Base Legends Ruby,85,Eddie Guerrero,Legend,/15
Flawless Memorabilia,29,Eddie Guerrero,Legend,/15
Flawless Memorabilia Amethyst,29,Eddie Guerrero,Legend,/6
Flawless Memorabilia Emerald,29,Eddie Guerrero,Legend,/3
Flawless Memorabilia Gold,29,Eddie Guerrero,Legend,/10
Flawless Memorabilia Platinum,29,Eddie Guerrero,Legend,1/1
WWE Legends Logo Gems,1,Eddie Guerrero,Legend,1/1
Flawless Dual Memorabilia,8,Eddie Guerrero / Chyna,Legend,/15
Flawless Dual Memorabilia Emerald,8,Eddie Guerrero / Chyna,Legend,/5
Flawless Dual Memorabilia Gold,8,Eddie Guerrero / Chyna,Legend,/10
Horizontal Autographed Memorabilia,43,Elektra Lopez,SmackDown,/25
Horizontal Autographed Memorabilia Amethyst,43,Elektra Lopez,SmackDown,/8
Horizontal Autographed Memorabilia Bronze FOTL,43,Elektra Lopez,SmackDown,/3
Horizontal Autographed Memorabilia Emerald,43,Elektra Lopez,SmackDown,/5
Horizontal Autographed Memorabilia Gold,43,Elektra Lopez,SmackDown,/10
Horizontal Autographed Memorabilia Platinum,43,Elektra Lopez,SmackDown,1/1
Horizontal Autographed Memorabilia Ruby,43,Elektra Lopez,SmackDown,/15
Base,12,Ethan Page,NXT,/25
Base Amethyst,12,Ethan Page,NXT,/8
Base Emerald,12,Ethan Page,NXT,/5
Base Gold,12,Ethan Page,NXT,/10
Base Platinum,12,Ethan Page,NXT,1/1
Base Ruby,12,Ethan Page,NXT,/15
NXT Logo Gems,3,Ethan Page,NXT,1/1
Flawless Finishing Moves,4,Faarooq,Legend,/25
Flawless Finishing Moves Amethyst,4,Faarooq,Legend,/8
Flawless Finishing Moves Emerald,4,Faarooq,Legend,/5
Flawless Finishing Moves Gold,4,Faarooq,Legend,/10
Flawless Finishing Moves Platinum,4,Faarooq,Legend,1/1
Flawless Finishing Moves Ruby,4,Faarooq,Legend,/15
Flawless Finishing Moves Sapphire,4,Faarooq,Legend,/20
Base,5,Finn Balor,Raw,/25
Base Amethyst,5,Finn Balor,Raw,/8
Base Emerald,5,Finn Balor,Raw,/5
Base Gold,5,Finn Balor,Raw,/10
Base Platinum,5,Finn Balor,Raw,1/1
Base Ruby,5,Finn Balor,Raw,/15
Flawless Finishing Moves,37,Finn Balor,Raw,/25
Flawless Finishing Moves Amethyst,37,Finn Balor,Raw,/8
Flawless Finishing Moves Emerald,37,Finn Balor,Raw,/5
Flawless Finishing Moves Gold,37,Finn Balor,Raw,/10
Flawless Finishing Moves Platinum,37,Finn Balor,Raw,1/1
Flawless Finishing Moves Ruby,37,Finn Balor,Raw,/15
Flawless Finishing Moves Sapphire,37,Finn Balor,Raw,/20
Flawless Memorabilia,32,Finn Balor,Raw,/15
Flawless Memorabilia Amethyst,32,Finn Balor,Raw,/6
Flawless Memorabilia Emerald,32,Finn Balor,Raw,/3
Flawless Memorabilia Gold,32,Finn Balor,Raw,/10
Flawless Memorabilia Platinum,32,Finn Balor,Raw,1/1
Flawless Patch Autographs,34,Finn Balor,Raw,/25
Flawless Patch Autographs Amethyst,34,Finn Balor,Raw,/8
Flawless Patch Autographs Emerald,34,Finn Balor,Raw,/5
Flawless Patch Autographs Gold,34,Finn Balor,Raw,/10
Flawless Patch Autographs Platinum,34,Finn Balor,Raw,1/1
Flawless Patch Autographs Ruby,34,Finn Balor,Raw,/15
Flawless Performances,16,Finn Balor,Raw,/25
Flawless Performances Amethyst,16,Finn Balor,Raw,/8
Flawless Performances Emerald,16,Finn Balor,Raw,/5
Flawless Performances Gold,16,Finn Balor,Raw,/10
Flawless Performances Platinum,16,Finn Balor,Raw,1/1
Flawless Performances Ruby,16,Finn Balor,Raw,/15
Flawless Performances Sapphire,16,Finn Balor,Raw,/20
Flawless SummerSlam Autographs,13,Finn Balor,Raw,/25
Flawless SummerSlam Autographs Amethyst,13,Finn Balor,Raw,/8
Flawless SummerSlam Autographs Emerald,13,Finn Balor,Raw,/5
Flawless SummerSlam Autographs Gold,13,Finn Balor,Raw,/10
Flawless SummerSlam Autographs Platinum,13,Finn Balor,Raw,1/1
Flawless SummerSlam Autographs Ruby,13,Finn Balor,Raw,/15
Flawless SummerSlam Autographs Sapphire,13,Finn Balor,Raw,/20
Horizontal Autographed Memorabilia,5,Finn Balor,Raw,/25
Horizontal Autographed Memorabilia Amethyst,5,Finn Balor,Raw,/8
Horizontal Autographed Memorabilia Bronze FOTL,5,Finn Balor,Raw,/3
Horizontal Autographed Memorabilia Emerald,5,Finn Balor,Raw,/5
Horizontal Autographed Memorabilia Gold,5,Finn Balor,Raw,/10
Horizontal Autographed Memorabilia Platinum,5,Finn Balor,Raw,1/1
Horizontal Autographed Memorabilia Ruby,5,Finn Balor,Raw,/15
Jumbo Memorabilia,25,Finn Balor,Raw,/15
Jumbo Memorabilia Amethyst,25,Finn Balor,Raw,/8
Jumbo Memorabilia Emerald,25,Finn Balor,Raw,/5
Jumbo Memorabilia Gold,25,Finn Balor,Raw,/10
Jumbo Memorabilia Platinum,25,Finn Balor,Raw,1/1
Raw Logo Gems,15,Finn Balor,Raw,1/1
Horizontal Autographed Memorabilia,15,Gigi Dolin,NXT,/25
Horizontal Autographed Memorabilia Amethyst,15,Gigi Dolin,NXT,/8
Horizontal Autographed Memorabilia Bronze FOTL,15,Gigi Dolin,NXT,/3
Horizontal Autographed Memorabilia Emerald,15,Gigi Dolin,NXT,/5
Horizontal Autographed Memorabilia Gold,15,Gigi Dolin,NXT,/10
Horizontal Autographed Memorabilia Platinum,15,Gigi Dolin,NXT,1/1
Horizontal Autographed Memorabilia Ruby,15,Gigi Dolin,NXT,/15
Jumbo Memorabilia,35,Gigi Dolin,NXT,/15
Jumbo Memorabilia Amethyst,35,Gigi Dolin,NXT,/8
Jumbo Memorabilia Emerald,35,Gigi Dolin,NXT,/5
Jumbo Memorabilia Gold,35,Gigi Dolin,NXT,/10
Jumbo Memorabilia Platinum,35,Gigi Dolin,NXT,1/1
NXT Logo Gems,4,Gigi Dolin,NXT,1/1
Signature Prime Materials,39,Gigi Dolin,NXT,/25
Signature Prime Materials Amethyst,39,Gigi Dolin,NXT,/8
Signature Prime Materials Emerald,39,Gigi Dolin,NXT,/5
Signature Prime Materials Gold,39,Gigi Dolin,NXT,/10
Signature Prime Materials Platinum,39,Gigi Dolin,NXT,1/1
Signature Prime Materials Ruby,39,Gigi Dolin,NXT,/15
Base,28,Giulia,NXT,/25
Base Amethyst,28,Giulia,NXT,/8
Base Emerald,28,Giulia,NXT,/5
Base Gold,28,Giulia,NXT,/10
Base Platinum,28,Giulia,NXT,1/1
Base Ruby,28,Giulia,NXT,/15
Horizontal Autographed Memorabilia,25,Grayson Waller,SmackDown,/25
Horizontal Autographed Memorabilia Amethyst,25,Grayson Waller,SmackDown,/8
Horizontal Autographed Memorabilia Bronze FOTL,25,Grayson Waller,SmackDown,/3
Horizontal Autographed Memorabilia Emerald,25,Grayson Waller,SmackDown,/5
Horizontal Autographed Memorabilia Gold,25,Grayson Waller,SmackDown,/10
Horizontal Autographed Memorabilia Platinum,25,Grayson Waller,SmackDown,1/1
Horizontal Autographed Memorabilia Ruby,25,Grayson Waller,SmackDown,/15
Jumbo Memorabilia,21,Grayson Waller,SmackDown,/15
Jumbo Memorabilia Amethyst,21,Grayson Waller,SmackDown,/8
Jumbo Memorabilia Emerald,21,Grayson Waller,SmackDown,/5
Jumbo Memorabilia Gold,21,Grayson Waller,SmackDown,/10
Jumbo Memorabilia Platinum,21,Grayson Waller,SmackDown,1/1
Signature Prime Materials,1,Grayson Waller,SmackDown,/25
Signature Prime Materials Amethyst,1,Grayson Waller,SmackDown,/8
Signature Prime Materials Emerald,1,Grayson Waller,SmackDown,/5
Signature Prime Materials Gold,1,Grayson Waller,SmackDown,/10
Signature Prime Materials Platinum,1,Grayson Waller,SmackDown,1/1
Signature Prime Materials Ruby,1,Grayson Waller,SmackDown,/15
Smackdown Logo Gems,3,Grayson Waller,SmackDown,1/1
Flawless Finishing Moves,13,Great Muta,Legend,/25
Flawless Finishing Moves Amethyst,13,Great Muta,Legend,/8
Flawless Finishing Moves Emerald,13,Great Muta,Legend,/5
Flawless Finishing Moves Gold,13,Great Muta,Legend,/10
Flawless Finishing Moves Platinum,13,Great Muta,Legend,1/1
Flawless Finishing Moves Ruby,13,Great Muta,Legend,/15
Flawless Finishing Moves Sapphire,13,Great Muta,Legend,/20
Base,15,Gunther,Raw,/25
Base Amethyst,15,Gunther,Raw,/8
Base Emerald,15,Gunther,Raw,/5
Base Gold,15,Gunther,Raw,/10
Base Platinum,15,Gunther,Raw,1/1
Base Ruby,15,Gunther,Raw,/15
Flawless Finishing Moves,14,Gunther,Raw,/25
Flawless Finishing Moves Amethyst,14,Gunther,Raw,/8
Flawless Finishing Moves Emerald,14,Gunther,Raw,/5
Flawless Finishing Moves Gold,14,Gunther,Raw,/10
Flawless Finishing Moves Platinum,14,Gunther,Raw,1/1
Flawless Finishing Moves Ruby,14,Gunther,Raw,/15
Flawless Finishing Moves Sapphire,14,Gunther,Raw,/20
Flawless Performances,26,Gunther,Raw,/25
Flawless Performances Amethyst,26,Gunther,Raw,/8
Flawless Performances Emerald,26,Gunther,Raw,/5
Flawless Performances Gold,26,Gunther,Raw,/10
Flawless Performances Platinum,26,Gunther,Raw,1/1
Flawless Performances Ruby,26,Gunther,Raw,/15
Flawless Performances Sapphire,26,Gunther,Raw,/20
Flawless Survivor Series Autographs,7,Gunther,Raw,/25
Flawless Survivor Series Autographs Amethyst,7,Gunther,Raw,/8
Flawless Survivor Series Autographs Emerald,7,Gunther,Raw,/5
Flawless Survivor Series Autographs Platinum,7,Gunther,Raw,1/1
Flawless Survivor Series Autographs Ruby,7,Gunther,Raw,/15
Flawless Survivor Series Autographs Sapphire,7,Gunther,Raw,/20
Raw Logo Gems,6,Gunther,Raw,1/1
Vertical Autographed Memorabilia,42,Gunther,Raw,/25
Vertical Autographed Memorabilia Amethyst,42,Gunther,Raw,/8
Vertical Autographed Memorabilia Bronze FOTL,42,Gunther,Raw,/3
Vertical Autographed Memorabilia Emerald,42,Gunther,Raw,/5
Vertical Autographed Memorabilia Gold,42,Gunther,Raw,/10
Vertical Autographed Memorabilia Platinum,42,Gunther,Raw,1/1
Base Legends,95,Hulk Hogan,Legend,/25
Base Legends Amethyst,95,Hulk Hogan,Legend,/8
Base Legends Emerald,95,Hulk Hogan,Legend,/5
Base Legends Gold,95,Hulk Hogan,Legend,/10
Base Legends Platinum,95,Hulk Hogan,Legend,1/1
Base Legends Ruby,95,Hulk Hogan,Legend,/15
Flawless Achievements,7,Hulk Hogan,Legend,/25
Flawless Achievements Amethyst,7,Hulk Hogan,Legend,/8
Flawless Achievements Emerald,7,Hulk Hogan,Legend,/5
Flawless Achievements Gold,7,Hulk Hogan,Legend,/10
Flawless Achievements Platinum,7,Hulk Hogan,Legend,1/1
Flawless Achievements Ruby,7,Hulk Hogan,Legend,/15
Flawless Achievements Sapphire,7,Hulk Hogan,Legend,/20
Flawless Royal Rumble Autographs,12,Hulk Hogan,Legend,/25
Flawless Royal Rumble Autographs,22,Hulk Hogan,Legend,/25
Flawless Royal Rumble Autographs Amethyst,12,Hulk Hogan,Legend,/8
Flawless Royal Rumble Autographs Amethyst,22,Hulk Hogan,Legend,/8
Flawless Royal Rumble Autographs Emerald,12,Hulk Hogan,Legend,/5
Flawless Royal Rumble Autographs Emerald,22,Hulk Hogan,Legend,/5
Flawless Royal Rumble Autographs Gold,12,Hulk Hogan,Legend,/10
Flawless Royal Rumble Autographs Gold,22,Hulk Hogan,Legend,/10
Flawless Royal Rumble Autographs Platinum,12,Hulk Hogan,Legend,1/1
Flawless Royal Rumble Autographs Platinum,22,Hulk Hogan,Legend,1/1
Flawless Royal Rumble Autographs Ruby,12,Hulk Hogan,Legend,/15
Flawless Royal Rumble Autographs Ruby,22,Hulk Hogan,Legend,/15
Flawless Royal Rumble Autographs Sapphire,12,Hulk Hogan,Legend,/20
Flawless Royal Rumble Autographs Sapphire,22,Hulk Hogan,Legend,/20
Flawless SummerSlam Autographs,23,Hulk Hogan,Legend,/25
Flawless SummerSlam Autographs Amethyst,23,Hulk Hogan,Legend,/8
Flawless SummerSlam Autographs Emerald,23,Hulk Hogan,Legend,/5
Flawless SummerSlam Autographs Gold,23,Hulk Hogan,Legend,/10
Flawless SummerSlam Autographs Platinum,23,Hulk Hogan,Legend,1/1
Flawless SummerSlam Autographs Ruby,23,Hulk Hogan,Legend,/15
Flawless SummerSlam Autographs Sapphire,23,Hulk Hogan,Legend,/20
Flawless Survivor Series Autographs,12,Hulk Hogan,Legend,/25
Flawless Survivor Series Autographs Amethyst,12,Hulk Hogan,Legend,/8
Flawless Survivor Series Autographs Emerald,12,Hulk Hogan,Legend,/5
Flawless Survivor Series Autographs Gold,12,Hulk Hogan,Legend,/10
Flawless Survivor Series Autographs Platinum,12,Hulk Hogan,Legend,1/1
Flawless Survivor Series Autographs Ruby,12,Hulk Hogan,Legend,/15
Flawless Survivor Series Autographs Sapphire,12,Hulk Hogan,Legend,/20
Flawless WrestleMania Autographs,7,Hulk Hogan,Legend,/25
Flawless WrestleMania Autographs Amethyst,7,Hulk Hogan,Legend,/8
Flawless WrestleMania Autographs Emerald,7,Hulk Hogan,Legend,/5
Flawless WrestleMania Autographs Gold,7,Hulk Hogan,Legend,/10
Flawless WrestleMania Autographs Platinum,7,Hulk Hogan,Legend,1/1
Flawless WrestleMania Autographs Ruby,7,Hulk Hogan,Legend,/15
Flawless WrestleMania Autographs Sapphire,7,Hulk Hogan,Legend,/20
Star Swatch Signatures,20,Hulk Hogan,Legend,/25
Star Swatch Signatures Amethyst,20,Hulk Hogan,Legend,/8
Star Swatch Signatures Emerald,20,Hulk Hogan,Legend,/5
Star Swatch Signatures Gold,20,Hulk Hogan,Legend,/10
Star Swatch Signatures Platinum,20,Hulk Hogan,Legend,1/1
Star Swatch Signatures Ruby,20,Hulk Hogan,Legend,/15
Superstar Logo Gems,3,Hulk Hogan,Legend,1/1
WWE Legends Logo Gems,7,Hulk Hogan,Legend,1/1
WWE Logo Gems,6,Hulk Hogan,Legend,1/1
Flawless Dual Memorabilia,1,Hulk Hogan / Ultimate Warrior,Legend,/15
Flawless Dual Memorabilia Emerald,1,Hulk Hogan / Ultimate Warrior,Legend,/5
Flawless Dual Memorabilia Platinum,1,Hulk Hogan / Ultimate Warrior,Legend,1/1
Flawless Performances,7,Ilja Dragunov,Raw,/25
Flawless Performances Amethyst,7,Ilja Dragunov,Raw,/8
Flawless Performances Emerald,7,Ilja Dragunov,Raw,/5
Flawless Performances Gold,7,Ilja Dragunov,Raw,/10
Flawless Performances Platinum,7,Ilja Dragunov,Raw,1/1
Flawless Performances Ruby,7,Ilja Dragunov,Raw,/15
Flawless Performances Sapphire,7,Ilja Dragunov,Raw,/20
Horizontal Autographed Memorabilia,35,Ilja Dragunov,Raw,/25
Horizontal Autographed Memorabilia Amethyst,35,Ilja Dragunov,Raw,/8
Horizontal Autographed Memorabilia Bronze FOTL,35,Ilja Dragunov,Raw,/3
Horizontal Autographed Memorabilia Emerald,35,Ilja Dragunov,Raw,/5
Horizontal Autographed Memorabilia Gold,35,Ilja Dragunov,Raw,/10
Horizontal Autographed Memorabilia Platinum,35,Ilja Dragunov,Raw,1/1
Horizontal Autographed Memorabilia Ruby,35,Ilja Dragunov,Raw,/15
Vertical Autographed Memorabilia,3,Ilja Dragunov,Raw,/25
Vertical Autographed Memorabilia Amethyst,3,Ilja Dragunov,Raw,/8
Vertical Autographed Memorabilia Bronze FOTL,3,Ilja Dragunov,Raw,/3
Vertical Autographed Memorabilia Emerald,3,Ilja Dragunov,Raw,/5
Vertical Autographed Memorabilia Gold,3,Ilja Dragunov,Raw,/10
Vertical Autographed Memorabilia Platinum,3,Ilja Dragunov,Raw,1/1
Vertical Autographed Memorabilia Ruby,3,Ilja Dragunov,Raw,/15
5 x 7 Box Topper Cut Signatures,5,Iron Sheik,Legend,1/1
Base,36,IYO SKY,Raw,/25
Base Amethyst,36,IYO SKY,Raw,/8
Base Emerald,36,IYO SKY,Raw,/5
Base Gold,36,IYO SKY,Raw,/10
Base Platinum,36,IYO SKY,Raw,1/1
Base Ruby,36,IYO SKY,Raw,/15
Flawless Patch Autographs,6,IYO SKY,Raw,/25
Flawless Patch Autographs Amethyst,6,IYO SKY,Raw,/8
Flawless Patch Autographs Emerald,6,IYO SKY,Raw,/5
Flawless Patch Autographs Gold,6,IYO SKY,Raw,/10
Flawless Patch Autographs Platinum,6,IYO SKY,Raw,1/1
Flawless Patch Autographs Ruby,6,IYO SKY,Raw,/15
Horizontal Autographed Memorabilia,45,IYO SKY,Raw,/25
Horizontal Autographed Memorabilia Amethyst,45,IYO SKY,Raw,/8
Horizontal Autographed Memorabilia Bronze FOTL,45,IYO SKY,Raw,/3
Horizontal Autographed Memorabilia Emerald,45,IYO SKY,Raw,/5
Horizontal Autographed Memorabilia Gold,45,IYO SKY,Raw,/10
Horizontal Autographed Memorabilia Platinum,45,IYO SKY,Raw,1/1
Horizontal Autographed Memorabilia Ruby,45,IYO SKY,Raw,/15
Raw Logo Gems,18,IYO SKY,Raw,1/1
Vertical Autographed Memorabilia,13,IYO SKY,Raw,/25
Vertical Autographed Memorabilia Amethyst,13,IYO SKY,Raw,/8
Vertical Autographed Memorabilia Bronze FOTL,13,IYO SKY,Raw,/3
Vertical Autographed Memorabilia Emerald,13,IYO SKY,Raw,/5
Vertical Autographed Memorabilia Gold,13,IYO SKY,Raw,/10
Vertical Autographed Memorabilia Platinum,13,IYO SKY,Raw,1/1
Vertical Autographed Memorabilia Ruby,13,IYO SKY,Raw,/15
Base,44,Jacob Fatu,SmackDown,/25
Base Amethyst,44,Jacob Fatu,SmackDown,/8
Base Emerald,44,Jacob Fatu,SmackDown,/5
Base Gold,44,Jacob Fatu,SmackDown,/10
Base Platinum,44,Jacob Fatu,SmackDown,1/1
Base Ruby,44,Jacob Fatu,SmackDown,/15
Smackdown Logo Gems,20,Jacob Fatu,SmackDown,1/1
Vertical Autographed Memorabilia,12,Jacob Fatu,SmackDown,/25
Vertical Autographed Memorabilia Amethyst,12,Jacob Fatu,SmackDown,/8
Vertical Autographed Memorabilia Bronze FOTL,12,Jacob Fatu,SmackDown,/3
Vertical Autographed Memorabilia Emerald,12,Jacob Fatu,SmackDown,/5
Vertical Autographed Memorabilia Gold,12,Jacob Fatu,SmackDown,/10
Vertical Autographed Memorabilia Platinum,12,Jacob Fatu,SmackDown,1/1
Vertical Autographed Memorabilia Ruby,12,Jacob Fatu,SmackDown,/15
Horizontal Autographed Memorabilia,7,Jacy Jayne,NXT,/25
Horizontal Autographed Memorabilia Amethyst,7,Jacy Jayne,NXT,/8
Horizontal Autographed Memorabilia Bronze FOTL,7,Jacy Jayne,NXT,/3
Horizontal Autographed Memorabilia Emerald,7,Jacy Jayne,NXT,/5
Horizontal Autographed Memorabilia Gold,7,Jacy Jayne,NXT,/10
Horizontal Autographed Memorabilia Platinum,7,Jacy Jayne,NXT,1/1
Horizontal Autographed Memorabilia Ruby,7,Jacy Jayne,NXT,/15
